notes,Year,Year Code,age_label,age,sex,Sex Code,deaths,population,crude_rate,qx
NA,1999,1999,< 1 year,0,Female,F,12291,1852123,663.6,0.006636168332232795
NA,1999,1999,< 1 year,0,Male,M,15646,1943639,805,0.008049848763067627
NA,1999,1999,1 year,1,Female,F,886,1849170,47.9,4.7913388168745977e-4
NA,1999,1999,1 year,1,Male,M,1103,1935918,57,5.697555371663469e-4
NA,1999,1999,2 years,2,Female,F,579,1849556,31.3,3.130481045180573e-4
NA,1999,1999,2 years,2,Male,M,797,1933079,41.2,4.1229561750968273e-4
NA,1999,1999,3 years,3,Female,F,445,1868553,23.8,2.381521958435217e-4
NA,1999,1999,3 years,3,Male,M,601,1956253,30.7,3.072199761482794e-4
NA,1999,1999,4 years,4,Female,F,364,1926335,18.9,1.8895986419807561e-4
NA,1999,1999,4 years,4,Male,M,474,2020918,23.5,2.3454687424229978e-4
NA,1999,1999,5 years,5,Female,F,317,1950892,16.2,1.6248977390855056e-4
NA,1999,1999,5 years,5,Male,M,446,2048870,21.8,2.176809656054313e-4
NA,1999,1999,6 years,6,Female,F,312,1970698,15.8,1.5831953957430313e-4
NA,1999,1999,6 years,6,Male,M,384,2071922,18.5,1.8533516223101062e-4
NA,1999,1999,7 years,7,Female,F,297,2034495,14.6,1.4598217248014864e-4
NA,1999,1999,7 years,7,Male,M,386,2128808,18.1,1.8132212956734474e-4
NA,1999,1999,8 years,8,Female,F,303,2034953,14.9,1.4889778781131555e-4
NA,1999,1999,8 years,8,Male,M,389,2135753,18.2,1.8213716661055843e-4
NA,1999,1999,9 years,9,Female,F,281,2061580,13.6,1.3630322374101419e-4
NA,1999,1999,9 years,9,Male,M,359,2168489,16.6,1.6555306482993458e-4
NA,1999,1999,10 years,10,Female,F,293,2021562,14.5,1.4493742957178657e-4
NA,1999,1999,10 years,10,Male,M,394,2127091,18.5,1.8522949887898543e-4
NA,1999,1999,11 years,11,Female,F,296,1969839,15,1.5026608773610433e-4
NA,1999,1999,11 years,11,Male,M,415,2066343,20.1,2.008379054203489e-4
NA,1999,1999,12 years,12,Female,F,303,1956197,15.5,1.5489237535892348e-4
NA,1999,1999,12 years,12,Male,M,414,2053713,20.2,2.015861028293632e-4
NA,1999,1999,13 years,13,Female,F,296,1952202,15.2,1.5162365369977084e-4
NA,1999,1999,13 years,13,Male,M,551,2051405,26.9,2.6859640100321486e-4
NA,1999,1999,14 years,14,Female,F,405,1955864,20.7,2.070696122020754e-4
NA,1999,1999,14 years,14,Male,M,754,2059148,36.6,3.661708629005783e-4
NA,1999,1999,15 years,15,Female,F,512,1913334,26.8,2.675957255764022e-4
NA,1999,1999,15 years,15,Male,M,997,2025818,49.2,4.92146875978e-4
NA,1999,1999,16 years,16,Female,F,784,1948049,40.2,4.024539423802995e-4
NA,1999,1999,16 years,16,Male,M,1570,2072256,75.8,7.576284011241854e-4
NA,1999,1999,17 years,17,Female,F,892,1947136,45.8,4.581087299500394e-4
NA,1999,1999,17 years,17,Male,M,2012,2084088,96.5,9.654102897766313e-4
NA,1999,1999,18 years,18,Female,F,904,1942583,46.5,4.653597812809028e-4
NA,1999,1999,18 years,18,Male,M,2500,2047260,122.1,0.0012211443588015201
NA,1999,1999,19 years,19,Female,F,906,2010467,45.1,4.506415673572359e-4
NA,1999,1999,19 years,19,Male,M,2701,2093611,129,0.0012901154990110388
NA,1999,1999,20 years,20,Female,F,885,1915294,46.2,4.6207005295270594e-4
NA,1999,1999,20 years,20,Male,M,2616,2010201,130.1,0.0013013624010733255
NA,1999,1999,21 years,21,Female,F,860,1838440,46.8,4.6778790713866106e-4
NA,1999,1999,21 years,21,Male,M,2678,1924961,139.1,0.0013911970164590347
NA,1999,1999,22 years,22,Female,F,832,1807150,46,4.603934371800902e-4
NA,1999,1999,22 years,22,Male,M,2541,1887040,134.7,0.001346553332202815
NA,1999,1999,23 years,23,Female,F,827,1744637,47.4,4.740241093132841e-4
NA,1999,1999,23 years,23,Male,M,2461,1817832,135.4,0.0013538104731350311
NA,1999,1999,24 years,24,Female,F,840,1793094,46.8,4.684640069064979e-4
NA,1999,1999,24 years,24,Male,M,2338,1852780,126.2,0.0012618875419639676
NA,1999,1999,25 years,25,Female,F,884,1800091,49.1,4.910862839711993e-4
NA,1999,1999,25 years,25,Male,M,2253,1857316,121.3,0.0012130407534312955
NA,1999,1999,26 years,26,Female,F,909,1814511,50.1,5.009614160509361e-4
NA,1999,1999,26 years,26,Male,M,2368,1851717,127.9,0.0012788131231716293
NA,1999,1999,27 years,27,Female,F,1037,1949822,53.2,5.318434195531695e-4
NA,1999,1999,27 years,27,Male,M,2512,1985242,126.5,0.0012653369211411002
NA,1999,1999,28 years,28,Female,F,1120,2060374,54.4,5.435906296623816e-4
NA,1999,1999,28 years,28,Male,M,2642,2086110,126.6,0.0012664720460570152
NA,1999,1999,29 years,29,Female,F,1211,2071169,58.5,5.846939578566501e-4
NA,1999,1999,29 years,29,Male,M,2767,2098705,131.8,0.0013184320807355012
NA,1999,1999,30 years,30,Female,F,1295,2064871,62.7,6.271578224499255e-4
NA,1999,1999,30 years,30,Male,M,2710,2116341,128.1,0.0012805119779846442
NA,1999,1999,31 years,31,Female,F,1356,1957054,69.3,6.928781730090228e-4
NA,1999,1999,31 years,31,Male,M,2828,1979133,142.9,0.0014289085170122473
NA,1999,1999,32 years,32,Female,F,1486,2014551,73.8,7.376333485724611e-4
NA,1999,1999,32 years,32,Male,M,3113,2029406,153.4,0.0015339463862824886
NA,1999,1999,33 years,33,Female,F,1634,2036474,80.2,8.02367228847508e-4
NA,1999,1999,33 years,33,Male,M,3331,2043243,163,0.0016302515168288843
NA,1999,1999,34 years,34,Female,F,1858,2176173,85.4,8.537924144817531e-4
NA,1999,1999,34 years,34,Male,M,3752,2186103,171.6,0.0017162960757109798
NA,1999,1999,35 years,35,Female,F,2110,2293916,92,9.198244399533374e-4
NA,1999,1999,35 years,35,Male,M,4165,2311702,180.2,0.0018017028146361425
NA,1999,1999,36 years,36,Female,F,2379,2281275,104.3,0.0010428378867080909
NA,1999,1999,36 years,36,Male,M,4288,2262286,189.5,0.0018954278990366382
NA,1999,1999,37 years,37,Female,F,2592,2298941,112.7,0.001127475650745278
NA,1999,1999,37 years,37,Male,M,4714,2283851,206.4,0.002064057593949868
NA,1999,1999,38 years,38,Female,F,2928,2276449,128.6,0.0012862137478151278
NA,1999,1999,38 years,38,Male,M,5113,2253560,226.9,0.0022688546122579386
NA,1999,1999,39 years,39,Female,F,3114,2323573,134,0.0013401773905962928
NA,1999,1999,39 years,39,Male,M,5401,2296996,235.1,0.0023513319135079033
NA,1999,1999,40 years,40,Female,F,3256,2341168,139.1,0.0013907588007353595
NA,1999,1999,40 years,40,Male,M,5780,2326357,248.5,0.0024845713706021905
NA,1999,1999,41 years,41,Female,F,3537,2250723,157.1,0.0015714950262648935
NA,1999,1999,41 years,41,Male,M,6270,2211175,283.6,0.0028355964588962883
NA,1999,1999,42 years,42,Female,F,3827,2271051,168.5,0.0016851228792308054
NA,1999,1999,42 years,42,Male,M,6646,2235880,297.2,0.0029724314363919354
NA,1999,1999,43 years,43,Female,F,4029,2179527,184.9,0.0018485662256076663
NA,1999,1999,43 years,43,Male,M,7183,2118325,339.1,0.0033908866675321303
NA,1999,1999,44 years,44,Female,F,4366,2152981,202.8,0.0020278859869176736
NA,1999,1999,44 years,44,Male,M,7558,2106941,358.7,0.003587191098374373
NA,1999,1999,45 years,45,Female,F,4568,2146028,212.9,0.002128583597231723
NA,1999,1999,45 years,45,Male,M,7839,2099854,373.3,0.003733116683350366
NA,1999,1999,46 years,46,Female,F,4714,2031823,232,0.0023200839836934615
NA,1999,1999,46 years,46,Male,M,8392,1963127,427.5,0.0042748125821711995
NA,1999,1999,47 years,47,Female,F,4905,2002180,245,0.0024498296856426496
NA,1999,1999,47 years,47,Male,M,8645,1934967,446.8,0.004467776453035116
NA,1999,1999,48 years,48,Female,F,5109,1889850,270.3,0.0027033891578696722
NA,1999,1999,48 years,48,Male,M,8930,1820806,490.4,0.004904421448523346
NA,1999,1999,49 years,49,Female,F,5521,1917853,287.9,0.002878739924279911
NA,1999,1999,49 years,49,Male,M,9497,1847719,514,0.005139850810648156
NA,1999,1999,50 years,50,Female,F,5858,1915145,305.9,0.0030587762284317896
NA,1999,1999,50 years,50,Male,M,9775,1847555,529.1,0.005290776187988991
NA,1999,1999,51 years,51,Female,F,6400,1839362,347.9,0.0034794673370440402
NA,1999,1999,51 years,51,Male,M,10470,1762492,594,0.0059404524956709025
NA,1999,1999,52 years,52,Female,F,7177,1972464,363.9,0.0036385961923766415
NA,1999,1999,52 years,52,Male,M,11509,1900702,605.5,0.006055131209416311
NA,1999,1999,53 years,53,Female,F,6313,1430150,441.4,0.004414222284375765
NA,1999,1999,53 years,53,Male,M,9885,1355175,729.4,0.007294260888815097
NA,1999,1999,54 years,54,Female,F,6750,1487450,453.8,0.004537967662778581
NA,1999,1999,54 years,54,Male,M,10717,1413117,758.4,0.007583943863105461
NA,1999,1999,55 years,55,Female,F,7423,1468560,505.5,0.005054611319932451
NA,1999,1999,55 years,55,Male,M,11728,1390616,843.4,0.008433672559498812
NA,1999,1999,56 years,56,Female,F,8416,1510736,557.1,0.0055707946325499625
NA,1999,1999,56 years,56,Male,M,12919,1423773,907.4,0.009073777912630735
NA,1999,1999,57 years,57,Female,F,8132,1327155,612.7,0.0061273928064167335
NA,1999,1999,57 years,57,Male,M,12509,1234061,1013.6,0.010136451925796213
NA,1999,1999,58 years,58,Female,F,8463,1252109,675.9,0.006758996221574959
NA,1999,1999,58 years,58,Male,M,12865,1160403,1108.7,0.011086665580837003
NA,1999,1999,59 years,59,Female,F,9009,1206474,746.7,0.007467214378428379
NA,1999,1999,59 years,59,Male,M,13420,1110934,1208,0.012079925540131096
NA,1999,1999,60 years,60,Female,F,9504,1205799,788.2,0.007881910666703157
NA,1999,1999,60 years,60,Male,M,14016,1107631,1265.4,0.012654033698948476
NA,1999,1999,61 years,61,Female,F,10206,1138272,896.6,0.008966222484608249
NA,1999,1999,61 years,61,Male,M,14881,1040279,1430.5,0.014304816304087654
NA,1999,1999,62 years,62,Female,F,10734,1089367,985.3,0.009853428642505234
NA,1999,1999,62 years,62,Male,M,15506,986960,1571.1,0.015710869741428223
NA,1999,1999,63 years,63,Female,F,11590,1083500,1069.7,0.010696815874480849
NA,1999,1999,63 years,63,Male,M,16626,971465,1711.4,0.017114358211567066
NA,1999,1999,64 years,64,Female,F,12778,1096791,1165,0.011650350887270228
NA,1999,1999,64 years,64,Male,M,18254,973141,1875.8,0.01875781618491051
NA,1999,1999,65 years,65,Female,F,13404,1018034,1316.7,0.01316655435869529
NA,1999,1999,65 years,65,Male,M,18538,895420,2070.3,0.020703133724955886
NA,1999,1999,66 years,66,Female,F,14491,1018914,1422.2,0.014222004997477706
NA,1999,1999,66 years,66,Male,M,19743,877447,2250.1,0.022500504303963657
NA,1999,1999,67 years,67,Female,F,15509,1035759,1497.4,0.014973560451803944
NA,1999,1999,67 years,67,Male,M,21115,880924,2396.9,0.02396915057371578
NA,1999,1999,68 years,68,Female,F,16988,1038635,1635.6,0.016356082743215854
NA,1999,1999,68 years,68,Male,M,23073,879176,2624.4,0.0262438920079711
NA,1999,1999,69 years,69,Female,F,18774,1030646,1821.6,0.0182157598244208
NA,1999,1999,69 years,69,Male,M,25060,866543,2892,0.0289195112071761
NA,1999,1999,70 years,70,Female,F,19954,1036615,1924.9,0.019249190876072603
NA,1999,1999,70 years,70,Male,M,25849,835920,3092.3,0.030922815580438318
NA,1999,1999,71 years,71,Female,F,21793,1013700,2149.8,0.021498470948012233
NA,1999,1999,71 years,71,Male,M,28204,817115,3451.7,0.03451656131633858
NA,1999,1999,72 years,72,Female,F,23669,984670,2403.7,0.024037494795210577
NA,1999,1999,72 years,72,Male,M,29893,766712,3898.9,0.03898856415446739
NA,1999,1999,73 years,73,Female,F,25383,969353,2618.6,0.02618550724039643
NA,1999,1999,73 years,73,Male,M,31073,745037,4170.7,0.04170665349506132
NA,1999,1999,74 years,74,Female,F,27715,979098,2830.7,0.02830666593129595
NA,1999,1999,74 years,74,Male,M,32372,729191,4439.4,0.044394404209596665
NA,1999,1999,75 years,75,Female,F,29240,947146,3087.2,0.03087169243178982
NA,1999,1999,75 years,75,Male,M,33584,690588,4863.1,0.04863102168007553
NA,1999,1999,76 years,76,Female,F,30499,899769,3389.6,0.03389647787376538
NA,1999,1999,76 years,76,Male,M,33944,639518,5307.7,0.0530774739725856
NA,1999,1999,77 years,77,Female,F,32953,882594,3733.7,0.03733653299251978
NA,1999,1999,77 years,77,Male,M,35701,616768,5788.4,0.05788400176403445
NA,1999,1999,78 years,78,Female,F,34756,837925,4147.9,0.04147865262404153
NA,1999,1999,78 years,78,Male,M,36020,569315,6326.9,0.06326901627394325
NA,1999,1999,79 years,79,Female,F,36048,763787,4719.6,0.04719640423311735
NA,1999,1999,79 years,79,Male,M,35604,495196,7189.9,0.07189880370600732
NA,1999,1999,80 years,80,Female,F,36414,729846,4989.3,0.049892717093743065
NA,1999,1999,80 years,80,Male,M,33930,459536,7383.5,0.07383534695867136
NA,1999,1999,81 years,81,Female,F,37609,653248,5757.2,0.057572315567747626
NA,1999,1999,81 years,81,Male,M,34429,394017,8737.9,0.08737947855041787
NA,1999,1999,82 years,82,Female,F,38957,610394,6382.3,0.06382271123241709
NA,1999,1999,82 years,82,Male,M,33404,361782,9233.2,0.09233184624995162
NA,1999,1999,83 years,83,Female,F,39836,563499,7069.4,0.07069400300621652
NA,1999,1999,83 years,83,Male,M,32623,311593,10469.7,0.1046974739483878
NA,1999,1999,84 years,84,Female,F,41308,522990,7898.4,0.07898430180309375
NA,1999,1999,84 years,84,Male,M,31731,275403,11521.7,0.1152166098408514
NA,2000,2000,< 1 year,0,Female,F,12317,1856631,663.4,0.006634059218013703
NA,2000,2000,< 1 year,0,Male,M,15718,1949017,806.5,0.008064578195059355
NA,2000,2000,1 year,1,Female,F,856,1867477,45.8,4.583724458186098e-4
NA,2000,2000,1 year,1,Male,M,1090,1953105,55.8,5.580857147977195e-4
NA,2000,2000,2 years,2,Female,F,571,1851456,30.8,3.0840592485049603e-4
NA,2000,2000,2 years,2,Male,M,746,1938990,38.5,3.8473638337484977e-4
NA,2000,2000,3 years,3,Female,F,374,1873836,20,1.9959057249407098e-4
NA,2000,2000,3 years,3,Male,M,558,1958963,28.5,2.8484458358835773e-4
NA,2000,2000,4 years,4,Female,F,354,1915665,18.5,1.8479222619821316e-4
NA,2000,2000,4 years,4,Male,M,430,2010658,21.4,2.1386033825742618e-4
NA,2000,2000,5 years,5,Female,F,314,1934031,16.2,1.6235520526816787e-4
NA,2000,2000,5 years,5,Male,M,430,2031072,21.2,2.1171086007783083e-4
NA,2000,2000,6 years,6,Female,F,273,1961488,13.9,1.391800510632744e-4
NA,2000,2000,6 years,6,Male,M,380,2058217,18.5,1.8462581933780548e-4
NA,2000,2000,7 years,7,Female,F,295,2008279,14.7,1.4689194081101282e-4
NA,2000,2000,7 years,7,Male,M,347,2109868,16.4,1.6446526512559078e-4
NA,2000,2000,8 years,8,Female,F,260,2041401,12.7,1.2736351162755382e-4
NA,2000,2000,8 years,8,Male,M,349,2137829,16.3,1.6324972670873114e-4
NA,2000,2000,9 years,9,Female,F,261,2081029,12.5,1.2541872314129212e-4
NA,2000,2000,9 years,9,Male,M,344,2186291,15.7,1.5734410469603544e-4
NA,2000,2000,10 years,10,Female,F,254,2082812,12.2,1.2195051689734839e-4
NA,2000,2000,10 years,10,Male,M,390,2191244,17.8,1.7798109201896275e-4
NA,2000,2000,11 years,11,Female,F,301,2006936,15,1.4997986981149373e-4
NA,2000,2000,11 years,11,Male,M,441,2108157,20.9,2.0918745615245923e-4
NA,2000,2000,12 years,12,Female,F,279,1988614,14,1.4029872061646956e-4
NA,2000,2000,12 years,12,Male,M,462,2087228,22.1,2.213462065476316e-4
NA,2000,2000,13 years,13,Female,F,339,1956842,17.3,1.7323830948027486e-4
NA,2000,2000,13 years,13,Male,M,533,2054008,25.9,2.594926602038551e-4
NA,2000,2000,14 years,14,Female,F,436,1972671,22.1,2.2102012956037777e-4
NA,2000,2000,14 years,14,Male,M,725,2079560,34.9,3.4863144126642175e-4
NA,2000,2000,15 years,15,Female,F,540,1954277,27.6,2.763170215890583e-4
NA,2000,2000,15 years,15,Male,M,1019,2065127,49.3,4.934321230607125e-4
NA,2000,2000,16 years,16,Female,F,716,1926439,37.2,3.7167021639408255e-4
NA,2000,2000,16 years,16,Male,M,1493,2048582,72.9,7.287967970039764e-4
NA,2000,2000,17 years,17,Female,F,784,1954732,40.1,4.010779994393093e-4
NA,2000,2000,17 years,17,Male,M,1952,2091280,93.3,9.333996404116139e-4
NA,2000,2000,18 years,18,Female,F,927,1972745,47,4.699036114652426e-4
NA,2000,2000,18 years,18,Male,M,2440,2078853,117.4,0.0011737241642386452
NA,2000,2000,19 years,19,Female,F,899,2020693,44.5,4.448968744881088e-4
NA,2000,2000,19 years,19,Male,M,2793,2107162,132.5,0.001325479483779605
NA,2000,2000,20 years,20,Female,F,911,1978228,46.1,4.6051314610853755e-4
NA,2000,2000,20 years,20,Male,M,2812,2071220,135.8,0.0013576539430866833
NA,2000,2000,21 years,21,Female,F,924,1875409,49.3,4.926925273367036e-4
NA,2000,2000,21 years,21,Male,M,2855,1965673,145.2,0.001452428761040112
NA,2000,2000,22 years,22,Female,F,863,1837099,47,4.6976238079711544e-4
NA,2000,2000,22 years,22,Male,M,2649,1921549,137.9,0.0013785753056518464
NA,2000,2000,23 years,23,Female,F,850,1798182,47.3,4.7269964886757846e-4
NA,2000,2000,23 years,23,Male,M,2546,1875400,135.8,0.0013575770502292845
NA,2000,2000,24 years,24,Female,F,822,1787269,46,4.599195756206816e-4
NA,2000,2000,24 years,24,Male,M,2512,1853972,135.5,0.0013549287691507746
NA,2000,2000,25 years,25,Female,F,894,1838640,48.6,4.8622895183396425e-4
NA,2000,2000,25 years,25,Male,M,2405,1905899,126.2,0.0012618716941453876
NA,2000,2000,26 years,26,Female,F,900,1787277,50.4,5.03559325163363e-4
NA,2000,2000,26 years,26,Male,M,2349,1832383,128.2,0.0012819372369204474
NA,2000,2000,27 years,27,Female,F,999,1874853,53.3,5.328417747951439e-4
NA,2000,2000,27 years,27,Male,M,2483,1914947,129.7,0.0012966416302905512
NA,2000,2000,28 years,28,Female,F,1068,1974005,54.1,5.410320642551564e-4
NA,2000,2000,28 years,28,Male,M,2561,2010807,127.4,0.0012736180051093914
NA,2000,2000,29 years,29,Female,F,1201,2107801,57,5.697881346483848e-4
NA,2000,2000,29 years,29,Male,M,2821,2134724,132.1,0.0013214823087200032
NA,2000,2000,30 years,30,Female,F,1260,2115732,59.6,5.95538565375955e-4
NA,2000,2000,30 years,30,Male,M,2765,2174238,127.2,0.00127170990480343
NA,2000,2000,31 years,31,Female,F,1366,1991793,68.6,6.858142387286229e-4
NA,2000,2000,31 years,31,Male,M,2889,2019782,143,0.0014303523845642747
NA,2000,2000,32 years,32,Female,F,1464,1985244,73.7,7.37440838506501e-4
NA,2000,2000,32 years,32,Male,M,2918,2008877,145.3,0.0014525528442010137
NA,2000,2000,33 years,33,Female,F,1620,2008556,80.7,8.0654958089294e-4
NA,2000,2000,33 years,33,Male,M,3166,2018017,156.9,0.0015688668628658729
NA,2000,2000,34 years,34,Female,F,1789,2087294,85.7,8.57090567979403e-4
NA,2000,2000,34 years,34,Male,M,3533,2100855,168.2,0.0016816962617600929
NA,2000,2000,35 years,35,Female,F,2030,2250497,90.2,9.020229753694406e-4
NA,2000,2000,35 years,35,Male,M,3861,2265621,170.4,0.001704168525980294
NA,2000,2000,36 years,36,Female,F,2291,2263639,101.2,0.0010120871746775878
NA,2000,2000,36 years,36,Male,M,4275,2247529,190.2,0.0019020889163165414
NA,2000,2000,37 years,37,Female,F,2611,2266938,115.2,0.0011517738905960375
NA,2000,2000,37 years,37,Male,M,4624,2250122,205.5,0.0020549996844615535
NA,2000,2000,38 years,38,Female,F,2802,2285731,122.6,0.0012258660358546128
NA,2000,2000,38 years,38,Male,M,5099,2268083,224.8,0.002248154057854144
NA,2000,2000,39 years,39,Female,F,3154,2321163,135.9,0.0013588016007492795
NA,2000,2000,39 years,39,Male,M,5393,2287341,235.8,0.002357759512027284
NA,2000,2000,40 years,40,Female,F,3402,2358828,144.2,0.0014422416556018496
NA,2000,2000,40 years,40,Male,M,6003,2352606,255.2,0.0025516384809016043
NA,2000,2000,41 years,41,Female,F,3681,2253642,163.3,0.0016333561408599945
NA,2000,2000,41 years,41,Male,M,6292,2213034,284.3,0.0028431555954404678
NA,2000,2000,42 years,42,Female,F,3869,2290677,168.9,0.0016890203201935497
NA,2000,2000,42 years,42,Male,M,6731,2256543,298.3,0.0029828813366286396
NA,2000,2000,43 years,43,Female,F,4290,2229419,192.4,0.0019242681613460726
NA,2000,2000,43 years,43,Male,M,7339,2178451,336.9,0.0033689075402659964
NA,2000,2000,44 years,44,Female,F,4371,2180195,200.5,0.002004866537167547
NA,2000,2000,44 years,44,Male,M,7680,2128468,360.8,0.0036082290173025857
NA,2000,2000,45 years,45,Female,F,4735,2190345,216.2,0.00216175990540303
NA,2000,2000,45 years,45,Male,M,8170,2151115,379.8,0.0037980303238088152
NA,2000,2000,46 years,46,Female,F,4811,2077993,231.5,0.0023152147288272866
NA,2000,2000,46 years,46,Male,M,8579,2009570,426.9,0.0042690724881442295
NA,2000,2000,47 years,47,Female,F,5148,2043564,251.9,0.0025191283463595953
NA,2000,2000,47 years,47,Male,M,9016,1976128,456.2,0.0045624574926320565
NA,2000,2000,48 years,48,Female,F,5356,1975473,271.1,0.00271124940710402
NA,2000,2000,48 years,48,Male,M,9531,1909672,499.1,0.004990909433661907
NA,2000,2000,49 years,49,Female,F,5661,1915523,295.5,0.0029553286491469954
NA,2000,2000,49 years,49,Male,M,9825,1843021,533.1,0.005330921351411623
NA,2000,2000,50 years,50,Female,F,6100,1936877,314.9,0.0031493997811941595
NA,2000,2000,50 years,50,Male,M,10256,1871638,548,0.005479692119950546
NA,2000,2000,51 years,51,Female,F,6378,1847534,345.2,0.003452169215830399
NA,2000,2000,51 years,51,Male,M,10614,1769463,599.8,0.0059984300321623005
NA,2000,2000,52 years,52,Female,F,7039,1891651,372.1,0.0037210880865445055
NA,2000,2000,52 years,52,Male,M,11488,1815785,632.7,0.0063267402253020045
NA,2000,2000,53 years,53,Female,F,7848,1856617,422.7,0.004227043057345699
NA,2000,2000,53 years,53,Male,M,12364,1778423,695.2,0.006952226776194415
NA,2000,2000,54 years,54,Female,F,6867,1445145,475.2,0.0047517723135048736
NA,2000,2000,54 years,54,Male,M,10555,1372415,769.1,0.007690822382442629
NA,2000,2000,55 years,55,Female,F,7283,1463741,497.6,0.004975607023373671
NA,2000,2000,55 years,55,Male,M,11498,1386859,829.1,0.008290676990234768
NA,2000,2000,56 years,56,Female,F,8069,1462265,551.8,0.005518151634621632
NA,2000,2000,56 years,56,Male,M,12334,1375187,896.9,0.008968962039344467
NA,2000,2000,57 years,57,Female,F,8930,1479824,603.5,0.006034501400166506
NA,2000,2000,57 years,57,Male,M,13597,1384196,982.3,0.009823030842452948
NA,2000,2000,58 years,58,Female,F,8892,1317443,674.9,0.006749438116108249
NA,2000,2000,58 years,58,Male,M,13356,1222709,1092.3,0.010923285916763514
NA,2000,2000,59 years,59,Female,F,9152,1237235,739.7,0.00739713958948785
NA,2000,2000,59 years,59,Male,M,13640,1139778,1196.7,0.011967242743762381
NA,2000,2000,60 years,60,Female,F,9596,1208384,794.1,0.0079411842593083
NA,2000,2000,60 years,60,Male,M,14152,1111560,1273.2,0.012731656410810033
NA,2000,2000,61 years,61,Female,F,10435,1159548,899.9,0.008999196238534325
NA,2000,2000,61 years,61,Male,M,14657,1061679,1380.5,0.013805491113604018
NA,2000,2000,62 years,62,Female,F,11092,1137207,975.4,0.00975372117829032
NA,2000,2000,62 years,62,Male,M,15832,1033865,1531.3,0.015313411325463188
NA,2000,2000,63 years,63,Female,F,11507,1081948,1063.5,0.01063544643550337
NA,2000,2000,63 years,63,Male,M,16511,971203,1700.1,0.017000565278319776
NA,2000,2000,64 years,64,Female,F,12569,1081733,1161.9,0.011619318260605898
NA,2000,2000,64 years,64,Male,M,17744,958320,1851.6,0.01851573587110777
NA,2000,2000,65 years,65,Female,F,13536,1079260,1254.2,0.012541926875822323
NA,2000,2000,65 years,65,Male,M,18614,950651,1958,0.01958026657522056
NA,2000,2000,66 years,66,Female,F,14175,996164,1423,0.01422958468685879
NA,2000,2000,66 years,66,Male,M,18960,864156,2194,0.021940482968352937
NA,2000,2000,67 years,67,Female,F,15384,1022372,1504.7,0.015047360451968559
NA,2000,2000,67 years,67,Male,M,20658,874079,2363.4,0.023634019350653658
NA,2000,2000,68 years,68,Female,F,16719,1008370,1658,0.016580223529061754
NA,2000,2000,68 years,68,Male,M,22082,856145,2579.2,0.02579235993902902
NA,2000,2000,69 years,69,Female,F,17990,1027017,1751.7,0.017516749966164143
NA,2000,2000,69 years,69,Male,M,23621,855331,2761.6,0.027616209397297656
NA,2000,2000,70 years,70,Female,F,19904,1030658,1931.2,0.019311934705789895
NA,2000,2000,70 years,70,Male,M,25690,844517,3042,0.030419754723705977
NA,2000,2000,71 years,71,Female,F,21150,989752,2136.9,0.021368989403406105
NA,2000,2000,71 years,71,Male,M,27007,798517,3382.1,0.03382144650646135
NA,2000,2000,72 years,72,Female,F,23224,1000532,2321.2,0.023211651401454425
NA,2000,2000,72 years,72,Male,M,29167,791164,3686.6,0.03686593424372191
NA,2000,2000,73 years,73,Female,F,24886,973735,2555.7,0.025557261472577242
NA,2000,2000,73 years,73,Male,M,30297,751433,4031.9,0.040318963899642415
NA,2000,2000,74 years,74,Female,F,26833,959852,2795.5,0.027955351450015212
NA,2000,2000,74 years,74,Male,M,31312,717281,4365.4,0.04365374239663396
NA,2000,2000,75 years,75,Female,F,29663,955776,3103.6,0.031035514597562607
NA,2000,2000,75 years,75,Male,M,32971,695865,4738.1,0.04738131677839811
NA,2000,2000,76 years,76,Female,F,31019,908794,3413.2,0.03413204752672223
NA,2000,2000,76 years,76,Male,M,33727,647773,5206.6,0.05206607870349644
NA,2000,2000,77 years,77,Female,F,32347,861039,3756.7,0.03756740403164084
NA,2000,2000,77 years,77,Male,M,34530,599742,5757.5,0.05757475714557259
NA,2000,2000,78 years,78,Female,F,35009,852548,4106.4,0.04106396355395825
NA,2000,2000,78 years,78,Male,M,35746,579368,6169.8,0.06169826431559906
NA,2000,2000,79 years,79,Female,F,36335,793200,4580.8,0.04580811901159859
NA,2000,2000,79 years,79,Male,M,36353,521708,6968.1,0.06968074095087673
NA,2000,2000,80 years,80,Female,F,38076,740352,5143,0.05142959024896265
NA,2000,2000,80 years,80,Male,M,35604,467013,7623.8,0.0762377064450026
NA,2000,2000,81 years,81,Female,F,37461,665502,5629,0.05628983834759325
NA,2000,2000,81 years,81,Male,M,33516,406546,8244.1,0.0824408554013568
NA,2000,2000,82 years,82,Female,F,39322,616747,6375.7,0.06375709975078922
NA,2000,2000,82 years,82,Male,M,34053,364815,9334.3,0.09334320134862875
NA,2000,2000,83 years,83,Female,F,39953,565774,7061.7,0.07061653593130826
NA,2000,2000,83 years,83,Male,M,32350,317289,10195.8,0.10195752137641079
NA,2000,2000,84 years,84,Female,F,41041,522095,7860.8,0.07860829925588254
NA,2000,2000,84 years,84,Male,M,31369,279234,11233.9,0.11233947155432361
NA,2001,2001,< 1 year,0,Female,F,12091,1962905,616,0.006159747924632114
NA,2001,2001,< 1 year,0,Male,M,15477,2049753,755.1,0.007550665860715901
NA,2001,2001,1 year,1,Female,F,891,1882601,47.3,4.7328138038809075e-4
