notes,Year,Year Code,age_label,age,sex,Sex Code,deaths,population,crude_rate,qx
NA,2004,2004,81 years,81,Male,M,34504,464757,7424.1,0.07424094741983445
NA,2004,2004,82 years,82,Female,F,40870,689937,5923.7,0.05923729268034618
NA,2004,2004,82 years,82,Male,M,35518,425169,8353.9,0.08353854584882717
NA,2004,2004,83 years,83,Female,F,41932,641326,6538.3,0.06538328400844501
NA,2004,2004,83 years,83,Male,M,35135,381825,9201.9,0.09201859490604335
NA,2004,2004,84 years,84,Female,F,42658,584240,7301.5,0.07301451458304806
NA,2004,2004,84 years,84,Male,M,33270,329740,10089.8,0.10089767695760296
NA,2005,2005,< 1 year,0,Female,F,12422,1956682,634.9,0.0063485022093523625
NA,2005,2005,< 1 year,0,Male,M,16018,2047711,782.2,0.007822392906030196
NA,2005,2005,1 year,1,Female,F,827,1950494,42.4,4.2399515199739143e-4
NA,2005,2005,1 year,1,Male,M,1088,2036538,53.4,5.342399699882841e-4
NA,2005,2005,2 years,2,Female,F,506,1932337,26.2,2.61859085656384e-4
NA,2005,2005,2 years,2,Male,M,738,2020295,36.5,3.6529318738105077e-4
NA,2005,2005,3 years,3,Female,F,354,1930395,18.3,1.8338215753770603e-4
NA,2005,2005,3 years,3,Male,M,521,2012820,25.9,2.5884083027791856e-4
NA,2005,2005,4 years,4,Female,F,304,1971897,15.4,1.5416626730503674e-4
NA,2005,2005,4 years,4,Male,M,418,2058231,20.3,2.0308701987289084e-4
NA,2005,2005,5 years,5,Female,F,260,1901483,13.7,1.3673537970100179e-4
NA,2005,2005,5 years,5,Male,M,336,1991645,16.9,1.68704764152246e-4
NA,2005,2005,6 years,6,Female,F,288,1871697,15.4,1.5387105925798887e-4
NA,2005,2005,6 years,6,Male,M,331,1956456,16.9,1.6918346234211248e-4
NA,2005,2005,7 years,7,Female,F,257,1876179,13.7,1.3698053330732303e-4
NA,2005,2005,7 years,7,Male,M,290,1962661,14.8,1.477585787866575e-4
NA,2005,2005,8 years,8,Female,F,235,1888355,12.4,1.2444693926724583e-4
NA,2005,2005,8 years,8,Male,M,295,1973522,14.9,1.4947895184345552e-4
NA,2005,2005,9 years,9,Female,F,241,1936186,12.4,1.244715125509636e-4
NA,2005,2005,9 years,9,Male,M,304,2030883,15,1.496885837342673e-4
NA,2005,2005,10 years,10,Female,F,223,2024518,11,1.1014967513255006e-4
NA,2005,2005,10 years,10,Male,M,286,2125604,13.5,1.3454999143772782e-4
NA,2005,2005,11 years,11,Female,F,244,2024711,12.1,1.2051102601803417e-4
NA,2005,2005,11 years,11,Male,M,357,2124517,16.8,1.6803819409305737e-4
NA,2005,2005,12 years,12,Female,F,268,2072265,12.9,1.2932708895821722e-4
NA,2005,2005,12 years,12,Male,M,379,2178897,17.4,1.73941218882765e-4
NA,2005,2005,13 years,13,Female,F,317,2104267,15.1,1.5064628205451114e-4
NA,2005,2005,13 years,13,Male,M,532,2204584,24.1,2.4131536834160096e-4
NA,2005,2005,14 years,14,Female,F,416,2122621,19.6,1.9598411586430173e-4
NA,2005,2005,14 years,14,Male,M,743,2230595,33.3,3.3309498138389085e-4
NA,2005,2005,15 years,15,Female,F,486,2168521,22.4,2.2411588359070537e-4
NA,2005,2005,15 years,15,Male,M,1028,2288448,44.9,4.492127415610929e-4
NA,2005,2005,16 years,16,Female,F,676,2094194,32.3,3.2279721935981096e-4
NA,2005,2005,16 years,16,Male,M,1430,2213951,64.6,6.459040873081654e-4
NA,2005,2005,17 years,17,Female,F,811,2055847,39.4,3.944846090200292e-4
NA,2005,2005,17 years,17,Male,M,1949,2183662,89.3,8.92537398187082e-4
NA,2005,2005,18 years,18,Female,F,905,2050714,44.1,4.4130970969135627e-4
NA,2005,2005,18 years,18,Male,M,2549,2174412,117.2,0.0011722709403737654
NA,2005,2005,19 years,19,Female,F,939,2065513,45.5,4.5460861296927203e-4
NA,2005,2005,19 years,19,Male,M,2930,2190952,133.7,0.0013373182068799317
NA,2005,2005,20 years,20,Female,F,928,2055521,45.1,4.514670489866073e-4
NA,2005,2005,20 years,20,Male,M,2931,2185676,134.1,0.0013410038816366195
NA,2005,2005,21 years,21,Female,F,954,2011168,47.4,4.743512227720409e-4
NA,2005,2005,21 years,21,Male,M,3223,2139490,150.6,0.0015064337762737848
NA,2005,2005,22 years,22,Female,F,991,2024927,48.9,4.894003586302123e-4
NA,2005,2005,22 years,22,Male,M,3198,2151169,148.7,0.0014866335466901949
NA,2005,2005,23 years,23,Female,F,1002,2046870,49,4.89527913350628e-4
NA,2005,2005,23 years,23,Male,M,3180,2136786,148.8,0.0014882164147462591
NA,2005,2005,24 years,24,Female,F,1033,2084320,49.6,4.956052813387579e-4
NA,2005,2005,24 years,24,Male,M,3091,2124028,145.5,0.0014552538855419986
NA,2005,2005,25 years,25,Female,F,1057,2090577,50.6,5.056020419243109e-4
NA,2005,2005,25 years,25,Male,M,3062,2115519,144.7,0.001447398959782446
NA,2005,2005,26 years,26,Female,F,1030,1973649,52.2,5.218759769340951e-4
NA,2005,2005,26 years,26,Male,M,2976,1993073,149.3,0.0014931715998360321
NA,2005,2005,27 years,27,Female,F,1019,1927615,52.9,5.286325329487475e-4
NA,2005,2005,27 years,27,Male,M,2877,1942425,148.1,0.001481138267886791
NA,2005,2005,28 years,28,Female,F,1120,1891577,59.2,5.920985505744677e-4
NA,2005,2005,28 years,28,Male,M,2740,1913949,143.2,0.0014315950947491286
NA,2005,2005,29 years,29,Female,F,1100,1829126,60.1,6.013801126876989e-4
NA,2005,2005,29 years,29,Male,M,2587,1857200,139.3,0.0013929571397803145
NA,2005,2005,30 years,30,Female,F,1226,1914556,64,6.403573465597245e-4
NA,2005,2005,30 years,30,Male,M,2714,1952025,139,0.0013903510457089433
NA,2005,2005,31 years,31,Female,F,1277,1845744,69.2,6.918619266810565e-4
NA,2005,2005,31 years,31,Male,M,2787,1859850,149.9,0.0014985079441890475
NA,2005,2005,32 years,32,Female,F,1486,1921927,77.3,7.731823321073069e-4
NA,2005,2005,32 years,32,Male,M,2958,1926111,153.6,0.0015357370369620442
NA,2005,2005,33 years,33,Female,F,1581,2015588,78.4,7.843864916838164e-4
NA,2005,2005,33 years,33,Male,M,3098,2019457,153.4,0.0015340757441232966
NA,2005,2005,34 years,34,Female,F,1746,2137339,81.7,8.16903635782625e-4
NA,2005,2005,34 years,34,Male,M,3484,2131340,163.5,0.001634652378315989
NA,2005,2005,35 years,35,Female,F,1931,2176855,88.7,8.870595423213764e-4
NA,2005,2005,35 years,35,Male,M,3570,2200202,162.3,0.0016225782905387779
NA,2005,2005,36 years,36,Female,F,2063,2064403,99.9,9.993203846342018e-4
NA,2005,2005,36 years,36,Male,M,3583,2066098,173.4,0.0017341868585130037
NA,2005,2005,37 years,37,Female,F,2164,2028122,106.7,0.0010669969558044338
NA,2005,2005,37 years,37,Male,M,3928,2016811,194.8,0.0019476292027363993
NA,2005,2005,38 years,38,Female,F,2405,2041731,117.8,0.0011779220671087425
NA,2005,2005,38 years,38,Male,M,4225,2018877,209.3,0.002092747601760781
NA,2005,2005,39 years,39,Female,F,2846,2100509,135.5,0.0013549096909368159
NA,2005,2005,39 years,39,Male,M,4705,2085045,225.7,0.0022565460217884984
NA,2005,2005,40 years,40,Female,F,3157,2244129,140.7,0.0014067818739475315
NA,2005,2005,40 years,40,Male,M,5437,2226254,244.2,0.002442219081919673
NA,2005,2005,41 years,41,Female,F,3600,2295371,156.8,0.0015683739142822663
NA,2005,2005,41 years,41,Male,M,5954,2258597,263.6,0.0026361497867924202
NA,2005,2005,42 years,42,Female,F,4039,2291530,176.3,0.0017625778410057908
NA,2005,2005,42 years,42,Male,M,6734,2245748,299.9,0.002998555492423905
NA,2005,2005,43 years,43,Female,F,4487,2301346,195,0.0019497285501615142
NA,2005,2005,43 years,43,Male,M,7189,2258382,318.3,0.00318325243470768
NA,2005,2005,44 years,44,Female,F,4784,2321347,206.1,0.002060872415886121
NA,2005,2005,44 years,44,Male,M,7984,2264181,352.6,0.003526219856098077
NA,2005,2005,45 years,45,Female,F,5163,2352677,219.5,0.00219452138988905
NA,2005,2005,45 years,45,Male,M,8619,2314057,372.5,0.0037246273536045136
NA,2005,2005,46 years,46,Female,F,5623,2276013,247.1,0.002470548278942168
NA,2005,2005,46 years,46,Male,M,9091,2220792,409.4,0.004093584631068556
NA,2005,2005,47 years,47,Female,F,6027,2283353,264,0.002639539309077484
NA,2005,2005,47 years,47,Male,M,9752,2228342,437.6,0.004376347975310791
NA,2005,2005,48 years,48,Female,F,6478,2261293,286.5,0.002864732699389243
NA,2005,2005,48 years,48,Male,M,10491,2188567,479.4,0.00479354755874506
NA,2005,2005,49 years,49,Female,F,6813,2183752,312,0.0031198597642955795
NA,2005,2005,49 years,49,Male,M,11326,2108325,537.2,0.005372037043624678
NA,2005,2005,50 years,50,Female,F,7250,2181791,332.3,0.0033229580651858953
NA,2005,2005,50 years,50,Male,M,11933,2113557,564.6,0.005645932425763772
NA,2005,2005,51 years,51,Female,F,7577,2112391,358.7,0.0035869306392613868
NA,2005,2005,51 years,51,Male,M,12349,2026203,609.5,0.0060946509308297345
NA,2005,2005,52 years,52,Female,F,7840,2041805,384,0.0038397398380354635
NA,2005,2005,52 years,52,Male,M,13341,1947260,685.1,0.006851165227036965
NA,2005,2005,53 years,53,Female,F,8021,1980116,405.1,0.004050772783008672
NA,2005,2005,53 years,53,Male,M,13598,1891790,718.8,0.007187901405547127
NA,2005,2005,54 years,54,Female,F,8266,1941338,425.8,0.00425788811634038
NA,2005,2005,54 years,54,Male,M,13972,1842482,758.3,0.007583249117223398
NA,2005,2005,55 years,55,Female,F,8778,1923637,456.3,0.00456323100460222
NA,2005,2005,55 years,55,Male,M,14622,1824610,801.4,0.00801376732562027
NA,2005,2005,56 years,56,Female,F,9364,1863943,502.4,0.005023758773739326
NA,2005,2005,56 years,56,Male,M,14965,1761297,849.7,0.00849657950930479
NA,2005,2005,57 years,57,Female,F,10221,1842786,554.6,0.005546493190202227
NA,2005,2005,57 years,57,Male,M,16057,1739222,923.2,0.009232288919988363
NA,2005,2005,58 years,58,Female,F,11305,1929365,585.9,0.005859440800470621
NA,2005,2005,58 years,58,Male,M,17318,1819296,951.9,0.009519066715916487
NA,2005,2005,59 years,59,Female,F,9822,1448128,678.3,0.006782549608874353
NA,2005,2005,59 years,59,Male,M,15026,1350936,1112.3,0.01112265866036585
NA,2005,2005,60 years,60,Female,F,10360,1433435,722.7,0.007227394335983146
NA,2005,2005,60 years,60,Male,M,15690,1330174,1179.5,0.011795449317157003
NA,2005,2005,61 years,61,Female,F,11446,1428216,801.4,0.008014193931450145
NA,2005,2005,61 years,61,Male,M,16640,1316923,1263.6,0.012635514756747358
NA,2005,2005,62 years,62,Female,F,13032,1475790,883.1,0.008830524668143842
NA,2005,2005,62 years,62,Male,M,18863,1351274,1395.9,0.013959419037145687
NA,2005,2005,63 years,63,Female,F,12736,1310319,972,0.00971977052916122
NA,2005,2005,63 years,63,Male,M,18144,1188493,1526.6,0.015266391977066756
NA,2005,2005,64 years,64,Female,F,12808,1212791,1056.1,0.010560764385619616
NA,2005,2005,64 years,64,Male,M,18104,1090862,1659.6,0.01659604972947999
NA,2005,2005,65 years,65,Female,F,13226,1183371,1117.7,0.011176545647983599
NA,2005,2005,65 years,65,Male,M,18307,1057487,1731.2,0.017311796740763715
NA,2005,2005,66 years,66,Female,F,13977,1121292,1246.5,0.012465084919895977
NA,2005,2005,66 years,66,Male,M,18813,1000448,1880.5,0.01880457555015353
NA,2005,2005,67 years,67,Female,F,14804,1102944,1342.2,0.013422258972350365
NA,2005,2005,67 years,67,Male,M,19971,971691,2055.3,0.020552830066348254
NA,2005,2005,68 years,68,Female,F,15415,1040489,1481.5,0.014815149415322987
NA,2005,2005,68 years,68,Male,M,20150,904790,2227,0.022270361078261254
NA,2005,2005,69 years,69,Female,F,16402,1021404,1605.8,0.016058288395189368
NA,2005,2005,69 years,69,Male,M,21171,874711,2420.3,0.024203422616155507
NA,2005,2005,70 years,70,Female,F,17757,1016272,1747.3,0.0174726844781712
NA,2005,2005,70 years,70,Male,M,22745,857454,2652.6,0.026526204321164752
NA,2005,2005,71 years,71,Female,F,18588,937061,1983.6,0.019836488766473048
NA,2005,2005,71 years,71,Male,M,23027,781306,2947.2,0.029472447414969294
NA,2005,2005,72 years,72,Female,F,19942,935793,2131,0.02131026840337553
NA,2005,2005,72 years,72,Male,M,24506,765167,3202.7,0.03202699541407301
NA,2005,2005,73 years,73,Female,F,21848,925511,2360.6,0.023606418508261923
NA,2005,2005,73 years,73,Male,M,26520,746001,3555,0.035549550201675335
NA,2005,2005,74 years,74,Female,F,23589,914432,2579.6,0.025796341335386337
NA,2005,2005,74 years,74,Male,M,27597,724073,3811.4,0.038113560373056306
NA,2005,2005,75 years,75,Female,F,25377,920144,2757.9,0.027579378879827504
NA,2005,2005,75 years,75,Male,M,29290,709619,4127.6,0.041275670465418766
NA,2005,2005,76 years,76,Female,F,27241,872922,3120.7,0.03120668284222416
NA,2005,2005,76 years,76,Male,M,29912,662437,4515.4,0.04515448261495055
NA,2005,2005,77 years,77,Female,F,29705,864332,3436.8,0.03436758097582873
NA,2005,2005,77 years,77,Male,M,32418,637311,5086.7,0.05086684522940919
NA,2005,2005,78 years,78,Female,F,32329,838488,3855.6,0.038556306112907994
NA,2005,2005,78 years,78,Male,M,33317,600987,5543.7,0.05543713923928471
NA,2005,2005,79 years,79,Female,F,34122,803370,4247.4,0.04247358004406438
NA,2005,2005,79 years,79,Male,M,34177,553999,6169.1,0.0616914470964749
NA,2005,2005,80 years,80,Female,F,37197,785122,4737.7,0.04737735027167752
NA,2005,2005,80 years,80,Male,M,35000,520539,6723.8,0.0672379975371682
NA,2005,2005,81 years,81,Female,F,38715,742630,5213.2,0.052132286603019
NA,2005,2005,81 years,81,Male,M,35559,475653,7475.8,0.07475827967026383
NA,2005,2005,82 years,82,Female,F,40121,683339,5871.3,0.05871317164686927
NA,2005,2005,82 years,82,Male,M,35276,426417,8272.7,0.08272653294779524
NA,2005,2005,83 years,83,Female,F,42586,648391,6568,0.06567950511342693
NA,2005,2005,83 years,83,Male,M,35549,390040,9114.2,0.09114193416059892
NA,2005,2005,84 years,84,Female,F,44037,595097,7400,0.07399970088909875
NA,2005,2005,84 years,84,Male,M,34737,343965,10099,0.10098992630064105
NA,2006,2006,< 1 year,0,Female,F,12547,1975919,635,0.006349956653081427
NA,2006,2006,< 1 year,0,Male,M,15980,2065819,773.5,0.0077354308388101764
NA,2006,2006,1 year,1,Female,F,866,1942541,44.6,4.4580783623099845e-4
NA,2006,2006,1 year,1,Male,M,975,2029583,48,4.8039424847370123e-4
NA,2006,2006,2 years,2,Female,F,549,1950420,28.1,2.814778355431138e-4
NA,2006,2006,2 years,2,Male,M,669,2037699,32.8,3.2831149252171197e-4
NA,2006,2006,3 years,3,Female,F,362,1939447,18.7,1.8665114334137515e-4
NA,2006,2006,3 years,3,Male,M,502,2026575,24.8,2.4770857234496626e-4
NA,2006,2006,4 years,4,Female,F,313,1942684,16.1,1.6111729957110884e-4
NA,2006,2006,4 years,4,Male,M,395,2028196,19.5,1.9475435312957918e-4
NA,2006,2006,5 years,5,Female,F,280,1982961,14.1,1.4120297877769658e-4
NA,2006,2006,5 years,5,Male,M,407,2067621,19.7,1.9684458612095738e-4
NA,2006,2006,6 years,6,Female,F,260,1901451,13.7,1.367376808553047e-4
NA,2006,2006,6 years,6,Male,M,284,1989878,14.3,1.4272231764962475e-4
NA,2006,2006,7 years,7,Female,F,222,1882266,11.8,1.1794294748988718e-4
NA,2006,2006,7 years,7,Male,M,286,1966492,14.5,1.4543664555970734e-4
NA,2006,2006,8 years,8,Female,F,212,1881597,11.3,1.1267024766727413e-4
NA,2006,2006,8 years,8,Male,M,302,1970668,15.3,1.532475282493043e-4
NA,2006,2006,9 years,9,Female,F,210,1906898,11,1.101264986381023e-4
NA,2006,2006,9 years,9,Male,M,272,1994856,13.6,1.3635069398492924e-4
NA,2006,2006,10 years,10,Female,F,228,2012412,11.3,1.1329687956541702e-4
NA,2006,2006,10 years,10,Male,M,283,2108693,13.4,1.3420635436263125e-4
NA,2006,2006,11 years,11,Female,F,226,2020446,11.2,1.1185649109157087e-4
NA,2006,2006,11 years,11,Male,M,344,2121524,16.2,1.621475882431686e-4
NA,2006,2006,12 years,12,Female,F,241,2048001,11.8,1.176757237911505e-4
NA,2006,2006,12 years,12,Male,M,342,2148879,15.9,1.59152748944915e-4
NA,2006,2006,13 years,13,Female,F,290,2078526,14,1.3952194968934716e-4
NA,2006,2006,13 years,13,Male,M,468,2186207,21.4,2.140693905014484e-4
NA,2006,2006,14 years,14,Female,F,355,2102559,16.9,1.6884187316503366e-4
NA,2006,2006,14 years,14,Male,M,637,2205891,28.9,2.8877220134630407e-4
NA,2006,2006,15 years,15,Female,F,475,2146323,22.1,2.2130872193980124e-4
NA,2006,2006,15 years,15,Male,M,939,2260192,41.5,4.154514306749161e-4
NA,2006,2006,16 years,16,Female,F,705,2187586,32.2,3.2227304435117067e-4
NA,2006,2006,16 years,16,Male,M,1447,2315411,62.5,6.249430446689594e-4
NA,2006,2006,17 years,17,Female,F,766,2100214,36.5,3.647247375743615e-4
NA,2006,2006,17 years,17,Male,M,1958,2231279,87.8,8.77523608656739e-4
NA,2006,2006,18 years,18,Female,F,907,2088493,43.4,4.342844337998739e-4
NA,2006,2006,18 years,18,Male,M,2632,2212557,119,0.0011895738731250766
NA,2006,2006,19 years,19,Female,F,968,2074677,46.7,4.6657865296622074e-4
NA,2006,2006,19 years,19,Male,M,2942,2190977,134.3,0.0013427799561565458
NA,2006,2006,20 years,20,Female,F,918,2063126,44.5,4.44955858246176e-4
NA,2006,2006,20 years,20,Male,M,3087,2184969,141.3,0.0014128346901031547
NA,2006,2006,21 years,21,Female,F,1060,2067384,51.3,5.127252605224768e-4
NA,2006,2006,21 years,21,Male,M,3293,2191406,150.3,0.0015026882284706713
NA,2006,2006,22 years,22,Female,F,968,2009498,48.2,4.817123480590675e-4
NA,2006,2006,22 years,22,Male,M,3189,2132034,149.6,0.001495754758132375
NA,2006,2006,23 years,23,Female,F,961,2036060,47.2,4.7199001994047325e-4
NA,2006,2006,23 years,23,Male,M,3314,2150367,154.1,0.0015411322811408471
NA,2006,2006,24 years,24,Female,F,1089,2062716,52.8,5.279447097903928e-4
NA,2006,2006,24 years,24,Male,M,3269,2138575,152.9,0.0015285879616099506
NA,2006,2006,25 years,25,Female,F,1092,2115632,51.6,5.161578195073623e-4
NA,2006,2006,25 years,25,Male,M,3253,2139011,152.1,0.0015207962932401937
NA,2006,2006,26 years,26,Female,F,1121,2090828,53.6,5.361512281258908e-4
NA,2006,2006,26 years,26,Male,M,3095,2095497,147.7,0.0014769765835980677
NA,2006,2006,27 years,27,Female,F,1198,1999674,59.9,5.990976529174256e-4
NA,2006,2006,27 years,27,Male,M,3078,2004824,153.5,0.0015352968639641186
NA,2006,2006,28 years,28,Female,F,1101,1925997,57.2,5.716519807663252e-4
NA,2006,2006,28 years,28,Male,M,2875,1948157,147.6,0.001475753750852729
NA,2006,2006,29 years,29,Female,F,1204,1882291,64,6.396460483527786e-4
NA,2006,2006,29 years,29,Male,M,2880,1908100,150.9,0.0015093548556155338
NA,2006,2006,30 years,30,Female,F,1182,1870844,63.2,6.318004066613785e-4
NA,2006,2006,30 years,30,Male,M,2800,1908207,146.7,0.0014673460478868382
NA,2006,2006,31 years,31,Female,F,1329,1903298,69.8,6.982616489903316e-4
NA,2006,2006,31 years,31,Male,M,2949,1920967,153.5,0.0015351643208863035
NA,2006,2006,32 years,32,Female,F,1380,1882413,73.3,7.331016094767727e-4
NA,2006,2006,32 years,32,Male,M,2861,1890125,151.4,0.0015136565041994577
NA,2006,2006,33 years,33,Female,F,1499,1931252,77.6,7.761804259620184e-4
NA,2006,2006,33 years,33,Male,M,3025,1928913,156.8,0.0015682407656540237
NA,2006,2006,34 years,34,Female,F,1658,2024111,81.9,8.191250381031475e-4
NA,2006,2006,34 years,34,Male,M,3372,2025038,166.5,0.0016651539378520304
NA,2006,2006,35 years,35,Female,F,1959,2153617,91,9.09632492685561e-4
NA,2006,2006,35 years,35,Male,M,3794,2148987,176.5,0.00176548299268446
NA,2006,2006,36 years,36,Female,F,2117,2184485,96.9,9.691071350913373e-4
NA,2006,2006,36 years,36,Male,M,3778,2196017,172,0.0017203874104799735
NA,2006,2006,37 years,37,Female,F,2175,2066577,105.2,0.0010524650182403075
NA,2006,2006,37 years,37,Male,M,3872,2059996,188,0.001879615300223884
NA,2006,2006,38 years,38,Female,F,2387,2035923,117.2,0.0011724411974323194
NA,2006,2006,38 years,38,Male,M,4158,2020763,205.8,0.002057638624618523
NA,2006,2006,39 years,39,Female,F,2730,2048846,133.2,0.0013324573930885973
NA,2006,2006,39 years,39,Male,M,4529,2026022,223.5,0.0022354150152367547
NA,2006,2006,40 years,40,Female,F,2953,2102820,140.4,0.001404304695599243
NA,2006,2006,40 years,40,Male,M,5122,2081774,246,0.0024604015613606473
NA,2006,2006,41 years,41,Female,F,3436,2252637,152.5,0.00152532343204875
NA,2006,2006,41 years,41,Male,M,5701,2235552,255,0.0025501531612773937
NA,2006,2006,42 years,42,Female,F,3957,2294736,172.4,0.0017243813667454557
NA,2006,2006,42 years,42,Male,M,6528,2257544,289.2,0.0028916379924377998
NA,2006,2006,43 years,43,Female,F,4400,2297856,191.5,0.001914828431372549
NA,2006,2006,43 years,43,Male,M,7107,2246886,316.3,0.0031630443200055544
NA,2006,2006,44 years,44,Female,F,4779,2290114,208.7,0.002086795679167063
NA,2006,2006,44 years,44,Male,M,7561,2242649,337.1,0.0033714593768351623
NA,2006,2006,45 years,45,Female,F,5242,2318320,226.1,0.0022611201214672695
NA,2006,2006,45 years,45,Male,M,8314,2255226,368.7,0.0036865484878233932
NA,2006,2006,46 years,46,Female,F,5527,2359182,234.3,0.0023427611773911465
NA,2006,2006,46 years,46,Male,M,8989,2322962,387,0.003869628517384271
NA,2006,2006,47 years,47,Female,F,6038,2282479,264.5,0.0026453693549863986
NA,2006,2006,47 years,47,Male,M,9752,2223663,438.6,0.004385556624362594
NA,2006,2006,48 years,48,Female,F,6516,2278808,285.9,0.0028593896458148295
NA,2006,2006,48 years,48,Male,M,10668,2216534,481.3,0.004812919630377878
NA,2006,2006,49 years,49,Female,F,6927,2266666,305.6,0.0030560303105971504
NA,2006,2006,49 years,49,Male,M,11295,2191446,515.4,0.005154131107953379
NA,2006,2006,50 years,50,Female,F,7190,2175011,330.6,0.0033057304078002365
NA,2006,2006,50 years,50,Male,M,11991,2089893,573.8,0.005737614318053604
NA,2006,2006,51 years,51,Female,F,7601,2194302,346.4,0.0034639716866684714
NA,2006,2006,51 years,51,Male,M,12611,2125890,593.2,0.0059321037306728
NA,2006,2006,52 years,52,Female,F,7965,2104762,378.4,0.0037842758468653462
NA,2006,2006,52 years,52,Male,M,13362,2010094,664.7,0.006647450318243824
NA,2006,2006,53 years,53,Female,F,8187,2046556,400,0.004000379173597009
NA,2006,2006,53 years,53,Male,M,13901,1949539,713,0.007130403649272982
NA,2006,2006,54 years,54,Female,F,8666,1985489,436.5,0.00436466784756803
NA,2006,2006,54 years,54,Male,M,14289,1889337,756.3,0.007562970502350825
NA,2006,2006,55 years,55,Female,F,8979,1928603,465.6,0.00465570156221887
NA,2006,2006,55 years,55,Male,M,14662,1816409,807.2,0.008071970574909064
NA,2006,2006,56 years,56,Female,F,9397,1930335,486.8,0.004868066941748453
NA,2006,2006,56 years,56,Male,M,15155,1830564,827.9,0.008278869244669949
NA,2006,2006,57 years,57,Female,F,10088,1855370,543.7,0.005437190425629389
NA,2006,2006,57 years,57,Male,M,15926,1746603,911.8,0.009118271295766697
NA,2006,2006,58 years,58,Female,F,11030,1839667,599.6,0.005995650299755336
NA,2006,2006,58 years,58,Male,M,17295,1728992,1000.3,0.010002938128111639
NA,2006,2006,59 years,59,Female,F,12186,1919090,635,0.006349884580712734
NA,2006,2006,59 years,59,Male,M,18335,1801227,1017.9,0.010179172308654045
NA,2006,2006,60 years,60,Female,F,10567,1430756,738.6,0.007385605931409688
NA,2006,2006,60 years,60,Male,M,15732,1326336,1186.1,0.011861247828604517
NA,2006,2006,61 years,61,Female,F,11048,1441590,766.4,0.0076637601537191576
NA,2006,2006,61 years,61,Male,M,16062,1335279,1202.9,0.012028946759441285
NA,2006,2006,62 years,62,Female,F,12271,1422085,862.9,0.008628879427038468
NA,2006,2006,62 years,62,Male,M,17719,1303566,1359.3,0.013592714139521896
NA,2006,2006,63 years,63,Female,F,13679,1469890,930.6,0.009306138554585718
NA,2006,2006,63 years,63,Male,M,19467,1340312,1452.4,0.014524230179241848
NA,2006,2006,64 years,64,Female,F,13169,1294668,1017.2,0.010171719699567766
NA,2006,2006,64 years,64,Male,M,18634,1168771,1594.3,0.0159432429449396
NA,2006,2006,65 years,65,Female,F,13386,1208196,1107.9,0.011079328188472732
NA,2006,2006,65 years,65,Male,M,18502,1077812,1716.6,0.017166259050743544
NA,2006,2006,66 years,66,Female,F,13688,1171707,1168.2,0.011682101412725195
NA,2006,2006,66 years,66,Male,M,18994,1042044,1822.8,0.018227637220693177
NA,2006,2006,67 years,67,Female,F,14652,1112106,1317.5,0.01317500310222227
NA,2006,2006,67 years,67,Male,M,19825,986584,2009.5,0.020094589006105917
NA,2006,2006,68 years,68,Female,F,15387,1090864,1410.5,0.014105333020431512
NA,2006,2006,68 years,68,Male,M,20328,953381,2132.2,0.021322010822535795
NA,2006,2006,69 years,69,Female,F,16049,1026329,1563.7,0.01563728589955073
NA,2006,2006,69 years,69,Male,M,21072,884178,2383.2,0.023832305259800627
NA,2006,2006,70 years,70,Female,F,17405,1000140,1740.3,0.017402563641090246
NA,2006,2006,70 years,70,Male,M,21828,848416,2572.8,0.02572794478180515
NA,2006,2006,71 years,71,Female,F,18621,1005603,1851.7,0.018517247860239082
NA,2006,2006,71 years,71,Male,M,23053,843344,2733.5,0.027335227380523252
NA,2006,2006,72 years,72,Female,F,19073,917086,2079.7,0.02079739522792846
NA,2006,2006,72 years,72,Male,M,23260,755357,3079.3,0.03079338643846552
NA,2006,2006,73 years,73,Female,F,21009,917734,2289.2,0.022892254182584497
NA,2006,2006,73 years,73,Male,M,24888,743108,3349.2,0.03349176701098629
NA,2006,2006,74 years,74,Female,F,22658,900873,2515.1,0.025151158931392106
NA,2006,2006,74 years,74,Male,M,26415,718165,3678.1,0.03678124107969617
NA,2006,2006,75 years,75,Female,F,24334,884121,2752.3,0.027523381980520765
NA,2006,2006,75 years,75,Male,M,27997,689385,4061.2,0.040611559578464865
NA,2006,2006,76 years,76,Female,F,26738,900407,2969.5,0.029695459942004006
NA,2006,2006,76 years,76,Male,M,30129,686620,4388,0.04388016661326498
NA,2006,2006,77 years,77,Female,F,28473,842943,3377.8,0.033778084639174893
NA,2006,2006,77 years,77,Male,M,30619,629385,4864.9,0.048649078068273
NA,2006,2006,78 years,78,Female,F,30872,835874,3693.4,0.036933796242017335
NA,2006,2006,78 years,78,Male,M,32192,605767,5314.3,0.053142544905879656
NA,2006,2006,79 years,79,Female,F,33066,805791,4103.5,0.041035454602992585
NA,2006,2006,79 years,79,Male,M,33290,566741,5873.9,0.05873935360243921
NA,2006,2006,80 years,80,Female,F,35153,763565,4603.8,0.04603799283623529
NA,2006,2006,80 years,80,Male,M,34018,515325,6601.3,0.06601271042545966
NA,2006,2006,81 years,81,Female,F,37674,752401,5007.2,0.05007170378561432
NA,2006,2006,81 years,81,Male,M,35082,487526,7195.9,0.07195923909699176
NA,2006,2006,82 years,82,Female,F,39944,701199,5696.5,0.0569652837496916
NA,2006,2006,82 years,82,Male,M,35188,436936,8053.4,0.08053353351520588
