age,qx,px,lx,dx,lx_next,Lx,Tx,ex
38,0.00245701160206368,0.9975429883979363,95795.59898298065,235.37089812782312,95560.22808485283,95677.91353391674,3652549.7049723477,38.12857525554249
39,0.00244553458775729,0.9975544654122427,95560.22808485283,233.69584299548316,95326.53224185735,95443.38016335509,3556871.791438431,37.2212568211966
40,0.00274984205997763,0.9972501579400224,95326.53224185735,262.132907790473,95064.39933406688,95195.46578796211,3461428.4112750757,36.31128007985149
41,0.0026904794499331,0.9973095205500669,95064.39933406688,255.7688128285408,94808.63052123834,94936.5149276526,3366232.9454871137,35.410026982422686
42,0.00286679806791497,0.997133201932085,94808.63052123834,271.7971987999503,94536.8333224384,94672.73192183836,3271296.430559461,34.50420507684318
43,0.00290494535849001,0.9970950546415099,94536.8333224384,274.62433516636116,94262.20898727202,94399.5211548552,3176623.698637623,33.601968534349545
44,0.00302518725599956,0.9969748127440005,94262.20898727202,285.16083335066253,93977.04815392137,94119.62857059669,3082224.1774827675,32.69840809585687
45,0.00331966669683429,0.9966803333031657,93977.04815392137,311.9724770233652,93665.075676898,93821.0619154097,2988104.548912171,31.796109875871714
46,0.00361434232724673,0.9963856576727532,93665.075676898,338.5376476037806,93326.53802929423,93495.80685309612,2894283.486996761,30.900348567279497
47,0.00388635467113101,0.996113645328869,93326.53802929423,362.70002701063345,92963.83800228359,93145.18801578891,2800787.680143665,30.0106244085099
48,0.00418185068291423,0.9958181493170858,92963.83800228359,388.76088943617754,92575.07711284742,92769.4575575655,2707642.4921278763,29.12576062168781
49,0.0044162126642215,0.9955837873357785,92575.07711284742,408.8312279370387,92166.24588491037,92370.6614988789,2614873.0345703107,28.245971984261224
50,0.00490773071271704,0.995092269287283,92166.24588491037,452.3271156052051,91713.91876930516,91940.08232710777,2522502.3730714316,27.369047625323972
51,0.00538878628629008,0.99461121371371,91713.91876930516,494.22670772595404,91219.69206157922,91466.80541544218,2430562.2907443237,26.501564030407398
52,0.00589499542572737,0.9941050045742726,91219.69206157922,537.7396674392688,90681.95239413995,90950.82222785958,2339095.4853288815,25.64244005285438
53,0.00627084556481331,0.9937291544351867,90681.95239413995,568.6525189794042,90113.29987516055,90397.62613465026,2248144.663101022,24.791533527307486
54,0.00697169136703985,0.9930283086329601,90113.29987516055,628.24211479513,89485.05776036541,89799.17881776298,2157747.036966372,23.94482323869651
55,0.00773489347329183,0.9922651065267082,89485.05776036541,692.1573892277928,88792.90037113761,89138.97906575151,2067947.8581486088,23.109420834106466
56,0.00837269183948411,0.9916273081605159,88792.90037113761,743.4355923415495,88049.46477879607,88421.18257496684,1978808.8790828574,22.28566552969673
57,0.00915855942456535,0.9908414405754347,88049.46477879607,806.4062554777776,87243.0585233183,87646.26165105718,1890387.6965078905,21.469610306627672
58,0.00983547639589156,0.9901645236041084,87243.0585233183,858.077042811483,86384.98148050682,86814.02000191255,1802741.4348568334,20.663436901114572
59,0.01049336409905466,0.9895066359009453,86384.98148050682,906.4690633650519,85478.51241714177,85931.7469488243,1715927.414854921,19.863723826139015
60,0.01135054370463545,0.9886494562953646,85478.51241714177,970.2275909979917,84508.28482614379,84993.39862164279,1629995.6679060964,19.069069194274125
61,0.01241696668213383,0.9875830333178661,84508.28482614379,1049.3365570505034,83458.94826909328,83983.61654761853,1545002.2692844537,18.28225803497181
62,0.01338576350177278,0.9866142364982272,83458.94826909328,1117.1617436367712,82341.78652545651,82900.3673972749,1461018.6527368352,17.505835899418866
63,0.01444191071452932,0.9855580892854707,82341.78652545651,1189.1727290754764,81152.61379638103,81747.20016091877,1378118.2853395604,16.736560420795655
64,0.01501404972752043,0.9849859502724796,81152.61379638103,1218.4293790571253,79934.18441732391,80543.39910685248,1296371.0851786416,15.97448343969979
65,0.01632418017436084,0.9836758198256391,79934.18441732391,1304.860028518982,78629.32438880492,79281.7544030644,1215827.6860717891,15.210359559361267
66,0.01747004497948221,0.9825299550205178,78629.32438880492,1373.6578337787196,77255.6665550262,77942.49547191555,1136545.9316687246,14.45447917177505
67,0.01857650183092803,0.9814234981690719,77255.6665550262,1435.1400312090095,75820.52652381719,76538.09653942169,1058603.4361968092,13.702599218955767
68,0.01962434044762292,0.980375659552377,75820.52652381719,1487.9278254214119,74332.59869839577,75076.56261110648,982065.3396573875,12.952499602451262
69,0.02046939587560384,0.9795306041243962,74332.59869839577,1521.5433892198578,72811.05530917592,73571.82700378585,906988.7770462809,12.201763330330806
70,0.02251593576450633,0.9774840642354937,72811.05530917592,1639.4090442873226,71171.64626488861,71991.35078703226,833416.9500424952,11.44629680896089
71,0.02423682124151268,0.9757631787584873,71171.64626488861,1724.9744679862788,69446.67179690233,70309.15903089548,761425.5992554629,10.698440168456521
72,0.02542144338459961,0.9745785566154004,69446.67179690233,1765.434635333823,67681.23716156851,68563.95447923543,691116.4402245674,9.951757547802236
73,0.02936997741844542,0.9706300225815546,67681.23716156851,1987.796407087716,65693.44075448079,66687.33895802466,622552.485745332,9.19830239301294
74,0.03095563443872983,0.9690443655612702,65693.44075448079,2033.5821370180633,63659.85861746273,64676.64968597176,555865.1467873073,8.461501489391742
75,0.03463175712897765,0.9653682428710224,63659.85861746273,2204.652762505024,61455.205854957705,62557.532236210216,491188.49710133555,7.715827646632507
76,0.03727744622343552,0.9627225537765645,61455.205854957705,2290.8931314083457,59164.31272354936,60309.75928925353,428630.9648651253,6.974689270047362
77,0.04140806849683599,0.958591931503164,59164.31272354936,2449.879913824957,56714.4328097244,57939.37276663688,368321.2055758718,6.22539481354049
78,0.0454016864648697,0.9545983135351302,56714.4328097244,2574.9308964600264,54139.50191326437,55426.96736149439,310381.8328092349,5.472713336489827
79,0.04932277608335151,0.9506772239166484,54139.50191326437,2670.3105301321193,51469.19138313225,52804.34664819831,254954.8654477405,4.7092207434083475
80,0.05478856127201936,0.9452114387279806,51469.19138313225,2819.9229457160322,48649.26843741622,50059.22991027424,202150.51879954222,3.927602384400234
81,0.06059687211519672,0.9394031278848033,48649.26843741622,2947.993497999987,45701.27493941623,47175.27168841622,152091.28888926795,3.1262811091377958
82,0.06736647101562292,0.9326335289843771,45701.27493941623,3078.7336135831974,42622.54132583304,44161.90813262464,104916.01720085174,2.295691254564197
83,0.07460143908864661,0.9253985609113534,42622.54132583304,3179.702920522456,39442.838405310584,41032.68986557181,60754.1090682271,1.4253985609113535
84,0.0827623491788595,0.9172376508211405,39442.838405310584,3264.3819647056444,NA,19721.419202655292,19721.419202655292,0.5
